    Finished `release` profile [optimized] target(s) in 0.04s
     Running `target/release/train_dmc --num-envs 256 --steps 20000000 --batch-size 1024 --train-freq 4 --eval-freq 1000000 --eval-random-matches 100 --eval-naive-matches 0 --eval-smart-matches 0 --save-freq 500000 --pool-frac 0`
Device: CUDA
Envs: 256, Steps: 20000000, LR: 0.0003, Hidden: 1024
Training: batch=1024, freq=4
PER: alpha=0.6, beta=0.4->1
Opponents: 90% self, 0% pool, 10% random

      Step |   Eps |  Beta |  Buffer |     Loss | Episodes | Steps/s
   9900000 | 0.010 | 0.697 | 2000000 |   0.0122 | 68181010 |     438
   9910000 | 0.010 | 0.697 | 2000000 |   0.0123 | 68249875 |     435
   9920000 | 0.010 | 0.698 | 2000000 |   0.0123 | 68318748 |     437
   9930000 | 0.010 | 0.698 | 2000000 |   0.0123 | 68387601 |     440
   9940000 | 0.010 | 0.698 | 2000000 |   0.0120 | 68456469 |     439
   9950000 | 0.010 | 0.698 | 2000000 |   0.0121 | 68525343 |     443
   9960000 | 0.010 | 0.699 | 2000000 |   0.0119 | 68594206 |     441
   9970000 | 0.010 | 0.699 | 2000000 |   0.0120 | 68663092 |     441
   9980000 | 0.010 | 0.699 | 2000000 |   0.0121 | 68731949 |     442
   9990000 | 0.010 | 0.700 | 2000000 |   0.0119 | 68800825 |     444
  10000000 | 0.010 | 0.700 | 2000000 |   0.0119 | 68869683 |     442
  [EVAL] deals 68% | rand 93% (19s)
  [SAVE] models/dmc_10000000.safetensors
  10010000 | 0.010 | 0.700 | 2000000 |   0.0122 | 68938562 |     234
  10020000 | 0.010 | 0.701 | 2000000 |   0.0120 | 69007450 |     438
  10030000 | 0.010 | 0.701 | 2000000 |   0.0119 | 69076324 |     435
  10040000 | 0.010 | 0.701 | 2000000 |   0.0120 | 69145184 |     430
  10050000 | 0.010 | 0.701 | 2000000 |   0.0120 | 69214051 |     434
  10060000 | 0.010 | 0.702 | 2000000 |   0.0119 | 69282921 |     434
  10070000 | 0.010 | 0.702 | 2000000 |   0.0120 | 69351781 |     442
  10080000 | 0.010 | 0.702 | 2000000 |   0.0121 | 69420647 |     443
  10090000 | 0.010 | 0.703 | 2000000 |   0.0119 | 69489516 |     448
  10100000 | 0.010 | 0.703 | 2000000 |   0.0119 | 69558379 |     449
  10110000 | 0.010 | 0.703 | 2000000 |   0.0120 | 69627260 |     450
  10120000 | 0.010 | 0.704 | 2000000 |   0.0120 | 69696136 |     452
  10130000 | 0.010 | 0.704 | 2000000 |   0.0119 | 69764996 |     447
  10140000 | 0.010 | 0.704 | 2000000 |   0.0118 | 69833862 |     442
  10150000 | 0.010 | 0.704 | 2000000 |   0.0116 | 69902730 |     445
  10160000 | 0.010 | 0.705 | 2000000 |   0.0119 | 69971607 |     443
  10170000 | 0.010 | 0.705 | 2000000 |   0.0117 | 70040464 |     437
  10180000 | 0.010 | 0.705 | 2000000 |   0.0116 | 70109343 |     443
  10190000 | 0.010 | 0.706 | 2000000 |   0.0116 | 70178206 |     439
  10200000 | 0.010 | 0.706 | 2000000 |   0.0117 | 70247079 |     440
  10210000 | 0.010 | 0.706 | 2000000 |   0.0116 | 70315924 |     437
  10220000 | 0.010 | 0.707 | 2000000 |   0.0116 | 70384792 |     439
  10230000 | 0.010 | 0.707 | 2000000 |   0.0118 | 70453660 |     441
  10240000 | 0.010 | 0.707 | 2000000 |   0.0117 | 70522515 |     441
  10250000 | 0.010 | 0.707 | 2000000 |   0.0116 | 70591379 |     443
  10260000 | 0.010 | 0.708 | 2000000 |   0.0119 | 70660237 |     446
  10270000 | 0.010 | 0.708 | 2000000 |   0.0117 | 70729095 |     448
  10280000 | 0.010 | 0.708 | 2000000 |   0.0117 | 70797981 |     448
  10290000 | 0.010 | 0.709 | 2000000 |   0.0115 | 70866836 |     448
  10300000 | 0.010 | 0.709 | 2000000 |   0.0114 | 70935702 |     444
  10310000 | 0.010 | 0.709 | 2000000 |   0.0116 | 71004564 |     442
  10320000 | 0.010 | 0.710 | 2000000 |   0.0116 | 71073448 |     443
  10330000 | 0.010 | 0.710 | 2000000 |   0.0115 | 71142321 |     444
  10340000 | 0.010 | 0.710 | 2000000 |   0.0116 | 71211189 |     446
  10350000 | 0.010 | 0.710 | 2000000 |   0.0116 | 71280052 |     440
  10360000 | 0.010 | 0.711 | 2000000 |   0.0117 | 71348932 |     433
  10370000 | 0.010 | 0.711 | 2000000 |   0.0116 | 71417792 |     439
  10380000 | 0.010 | 0.711 | 2000000 |   0.0116 | 71486662 |     438
  10390000 | 0.010 | 0.712 | 2000000 |   0.0115 | 71555540 |     437
  10400000 | 0.010 | 0.712 | 2000000 |   0.0116 | 71624425 |     439
  10410000 | 0.010 | 0.712 | 2000000 |   0.0116 | 71693299 |     444
  10420000 | 0.010 | 0.713 | 2000000 |   0.0116 | 71762180 |     440
  10430000 | 0.010 | 0.713 | 2000000 |   0.0116 | 71831028 |     436
  10440000 | 0.010 | 0.713 | 2000000 |   0.0116 | 71899898 |     440
  10450000 | 0.010 | 0.713 | 2000000 |   0.0115 | 71968766 |     442
  10460000 | 0.010 | 0.714 | 2000000 |   0.0114 | 72037630 |     443
  10470000 | 0.010 | 0.714 | 2000000 |   0.0113 | 72106498 |     442
  10480000 | 0.010 | 0.714 | 2000000 |   0.0113 | 72175368 |     446
  10490000 | 0.010 | 0.715 | 2000000 |   0.0111 | 72244236 |     446
  10500000 | 0.010 | 0.715 | 2000000 |   0.0113 | 72313106 |     435
  [SAVE] models/dmc_10500000.safetensors
  10510000 | 0.010 | 0.715 | 2000000 |   0.0113 | 72381967 |     443
  10520000 | 0.010 | 0.716 | 2000000 |   0.0113 | 72450840 |     444
  10530000 | 0.010 | 0.716 | 2000000 |   0.0113 | 72519694 |     447
  10540000 | 0.010 | 0.716 | 2000000 |   0.0112 | 72588580 |     450
  10550000 | 0.010 | 0.716 | 2000000 |   0.0112 | 72657444 |     442
  10560000 | 0.010 | 0.717 | 2000000 |   0.0112 | 72726327 |     439
  10570000 | 0.010 | 0.717 | 2000000 |   0.0112 | 72795190 |     443
  10580000 | 0.010 | 0.717 | 2000000 |   0.0112 | 72864069 |     433
  10590000 | 0.010 | 0.718 | 2000000 |   0.0111 | 72932945 |     433
  10600000 | 0.010 | 0.718 | 2000000 |   0.0112 | 73001804 |     440
  10610000 | 0.010 | 0.718 | 2000000 |   0.0111 | 73070683 |     437
  10620000 | 0.010 | 0.719 | 2000000 |   0.0110 | 73139539 |     446
  10630000 | 0.010 | 0.719 | 2000000 |   0.0112 | 73208402 |     448
  10640000 | 0.010 | 0.719 | 2000000 |   0.0110 | 73277267 |     444
  10650000 | 0.010 | 0.719 | 2000000 |   0.0111 | 73346133 |     443
  10660000 | 0.010 | 0.720 | 2000000 |   0.0111 | 73415011 |     445
  10670000 | 0.010 | 0.720 | 2000000 |   0.0112 | 73483890 |     441
  10680000 | 0.010 | 0.720 | 2000000 |   0.0110 | 73552780 |     441
  10690000 | 0.010 | 0.721 | 2000000 |   0.0109 | 73621659 |     443
  10700000 | 0.010 | 0.721 | 2000000 |   0.0109 | 73690525 |     439
  10710000 | 0.010 | 0.721 | 2000000 |   0.0111 | 73759386 |     437
  10720000 | 0.010 | 0.722 | 2000000 |   0.0109 | 73828257 |     436
  10730000 | 0.010 | 0.722 | 2000000 |   0.0111 | 73897111 |     443
  10740000 | 0.010 | 0.722 | 2000000 |   0.0110 | 73965968 |     443
  10750000 | 0.010 | 0.722 | 2000000 |   0.0111 | 74034846 |     442
  10760000 | 0.010 | 0.723 | 2000000 |   0.0110 | 74103732 |     443
  10770000 | 0.010 | 0.723 | 2000000 |   0.0111 | 74172614 |     447
  10780000 | 0.010 | 0.723 | 2000000 |   0.0109 | 74241471 |     447
  10790000 | 0.010 | 0.724 | 2000000 |   0.0110 | 74310346 |     445
  10800000 | 0.010 | 0.724 | 2000000 |   0.0109 | 74379219 |     449
  10810000 | 0.010 | 0.724 | 2000000 |   0.0110 | 74448102 |     442
  10820000 | 0.010 | 0.725 | 2000000 |   0.0109 | 74516960 |     449
  10830000 | 0.010 | 0.725 | 2000000 |   0.0108 | 74585838 |     445
  10840000 | 0.010 | 0.725 | 2000000 |   0.0110 | 74654714 |     443
  10850000 | 0.010 | 0.725 | 2000000 |   0.0109 | 74723587 |     436
  10860000 | 0.010 | 0.726 | 2000000 |   0.0109 | 74792474 |     443
  10870000 | 0.010 | 0.726 | 2000000 |   0.0107 | 74861334 |     443
  10880000 | 0.010 | 0.726 | 2000000 |   0.0107 | 74930226 |     436
  10890000 | 0.010 | 0.727 | 2000000 |   0.0107 | 74999119 |     440
  10900000 | 0.010 | 0.727 | 2000000 |   0.0108 | 75067972 |     442
  10910000 | 0.010 | 0.727 | 2000000 |   0.0108 | 75136842 |     424
  10920000 | 0.010 | 0.728 | 2000000 |   0.0106 | 75205706 |     429
  10930000 | 0.010 | 0.728 | 2000000 |   0.0106 | 75274576 |     448
  10940000 | 0.010 | 0.728 | 2000000 |   0.0106 | 75343451 |     439
  10950000 | 0.010 | 0.728 | 2000000 |   0.0106 | 75412320 |     442
  10960000 | 0.010 | 0.729 | 2000000 |   0.0107 | 75481198 |     443
  10970000 | 0.010 | 0.729 | 2000000 |   0.0107 | 75550068 |     441
  10980000 | 0.010 | 0.729 | 2000000 |   0.0105 | 75618929 |     438
  10990000 | 0.010 | 0.730 | 2000000 |   0.0108 | 75687825 |     422
  11000000 | 0.010 | 0.730 | 2000000 |   0.0107 | 75756680 |     426
  [EVAL] deals 70% | rand 96% (19s)
  [SAVE] models/dmc_11000000.safetensors
  11010000 | 0.010 | 0.730 | 2000000 |   0.0105 | 75825553 |     236
  11020000 | 0.010 | 0.731 | 2000000 |   0.0106 | 75894422 |     439
  11030000 | 0.010 | 0.731 | 2000000 |   0.0107 | 75963269 |     436
  11040000 | 0.010 | 0.731 | 2000000 |   0.0105 | 76032150 |     435
  11050000 | 0.010 | 0.731 | 2000000 |   0.0106 | 76101016 |     439
  11060000 | 0.010 | 0.732 | 2000000 |   0.0106 | 76169886 |     440
  11070000 | 0.010 | 0.732 | 2000000 |   0.0104 | 76238761 |     439
  11080000 | 0.010 | 0.732 | 2000000 |   0.0106 | 76307623 |     440
  11090000 | 0.010 | 0.733 | 2000000 |   0.0105 | 76376493 |     436
  11100000 | 0.010 | 0.733 | 2000000 |   0.0106 | 76445371 |     436
  11110000 | 0.010 | 0.733 | 2000000 |   0.0105 | 76514255 |     432
  11120000 | 0.010 | 0.734 | 2000000 |   0.0104 | 76583114 |     429
  11130000 | 0.010 | 0.734 | 2000000 |   0.0104 | 76651980 |     434
  11140000 | 0.010 | 0.734 | 2000000 |   0.0104 | 76720856 |     436
  11150000 | 0.010 | 0.734 | 2000000 |   0.0104 | 76789739 |     441
  11160000 | 0.010 | 0.735 | 2000000 |   0.0104 | 76858613 |     441
  11170000 | 0.010 | 0.735 | 2000000 |   0.0105 | 76927463 |     441
  11180000 | 0.010 | 0.735 | 2000000 |   0.0104 | 76996331 |     435
  11190000 | 0.010 | 0.736 | 2000000 |   0.0103 | 77065201 |     442
  11200000 | 0.010 | 0.736 | 2000000 |   0.0104 | 77134059 |     437
  11210000 | 0.010 | 0.736 | 2000000 |   0.0105 | 77202936 |     439
  11220000 | 0.010 | 0.737 | 2000000 |   0.0106 | 77271813 |     442
  11230000 | 0.010 | 0.737 | 2000000 |   0.0104 | 77340668 |     440
  11240000 | 0.010 | 0.737 | 2000000 |   0.0103 | 77409517 |     436
  11250000 | 0.010 | 0.737 | 2000000 |   0.0104 | 77478406 |     438
  11260000 | 0.010 | 0.738 | 2000000 |   0.0105 | 77547269 |     438
  11270000 | 0.010 | 0.738 | 2000000 |   0.0102 | 77616128 |     441
  11280000 | 0.010 | 0.738 | 2000000 |   0.0104 | 77684999 |     443
  11290000 | 0.010 | 0.739 | 2000000 |   0.0103 | 77753869 |     434
  11300000 | 0.010 | 0.739 | 2000000 |   0.0101 | 77822759 |     440
  11310000 | 0.010 | 0.739 | 2000000 |   0.0103 | 77891620 |     436
  11320000 | 0.010 | 0.740 | 2000000 |   0.0104 | 77960486 |     431
  11330000 | 0.010 | 0.740 | 2000000 |   0.0103 | 78029360 |     434
  11340000 | 0.010 | 0.740 | 2000000 |   0.0103 | 78098231 |     424
  11350000 | 0.010 | 0.740 | 2000000 |   0.0104 | 78167100 |     434
  11360000 | 0.010 | 0.741 | 2000000 |   0.0103 | 78235988 |     439
  11370000 | 0.010 | 0.741 | 2000000 |   0.0103 | 78304854 |     442
  11380000 | 0.010 | 0.741 | 2000000 |   0.0102 | 78373701 |     442
  11390000 | 0.010 | 0.742 | 2000000 |   0.0104 | 78442557 |     441
  11400000 | 0.010 | 0.742 | 2000000 |   0.0103 | 78511433 |     441
  11410000 | 0.010 | 0.742 | 2000000 |   0.0101 | 78580301 |     446
  11420000 | 0.010 | 0.743 | 2000000 |   0.0102 | 78649167 |     434
  11430000 | 0.010 | 0.743 | 2000000 |   0.0102 | 78718041 |     439
  11440000 | 0.010 | 0.743 | 2000000 |   0.0102 | 78786924 |     437
  11450000 | 0.010 | 0.743 | 2000000 |   0.0102 | 78855795 |     426
  11460000 | 0.010 | 0.744 | 2000000 |   0.0100 | 78924659 |     433
  11470000 | 0.010 | 0.744 | 2000000 |   0.0101 | 78993518 |     435
  11480000 | 0.010 | 0.744 | 2000000 |   0.0100 | 79062372 |     433
  11490000 | 0.010 | 0.745 | 2000000 |   0.0101 | 79131228 |     443
  11500000 | 0.010 | 0.745 | 2000000 |   0.0102 | 79200099 |     442
  [SAVE] models/dmc_11500000.safetensors
  11510000 | 0.010 | 0.745 | 2000000 |   0.0100 | 79268961 |     440
  11520000 | 0.010 | 0.746 | 2000000 |   0.0099 | 79337832 |     441
  11530000 | 0.010 | 0.746 | 2000000 |   0.0100 | 79406694 |     437
  11540000 | 0.010 | 0.746 | 2000000 |   0.0101 | 79475574 |     439
  11550000 | 0.010 | 0.746 | 2000000 |   0.0101 | 79544444 |     444
  11560000 | 0.010 | 0.747 | 2000000 |   0.0102 | 79613318 |     440
  11570000 | 0.010 | 0.747 | 2000000 |   0.0101 | 79682201 |     442
  11580000 | 0.010 | 0.747 | 2000000 |   0.0100 | 79751057 |     444
  11590000 | 0.010 | 0.748 | 2000000 |   0.0100 | 79819926 |     441
  11600000 | 0.010 | 0.748 | 2000000 |   0.0100 | 79888800 |     438
  11610000 | 0.010 | 0.748 | 2000000 |   0.0099 | 79957674 |     438
  11620000 | 0.010 | 0.749 | 2000000 |   0.0099 | 80026559 |     417
  11630000 | 0.010 | 0.749 | 2000000 |   0.0098 | 80095424 |     427
  11640000 | 0.010 | 0.749 | 2000000 |   0.0100 | 80164322 |     437
  11650000 | 0.010 | 0.749 | 2000000 |   0.0099 | 80233180 |     433
  11660000 | 0.010 | 0.750 | 2000000 |   0.0098 | 80302041 |     410
  11670000 | 0.010 | 0.750 | 2000000 |   0.0099 | 80370902 |     402
  11680000 | 0.010 | 0.750 | 2000000 |   0.0099 | 80439787 |     414
  11690000 | 0.010 | 0.751 | 2000000 |   0.0099 | 80508656 |     359
  11700000 | 0.010 | 0.751 | 2000000 |   0.0098 | 80577515 |     348
  11710000 | 0.010 | 0.751 | 2000000 |   0.0098 | 80646380 |     340
  11720000 | 0.010 | 0.752 | 2000000 |   0.0098 | 80715238 |     342
  11730000 | 0.010 | 0.752 | 2000000 |   0.0100 | 80784115 |     340
  11740000 | 0.010 | 0.752 | 2000000 |   0.0098 | 80852976 |     315
  11750000 | 0.010 | 0.752 | 2000000 |   0.0098 | 80921852 |     333
  11760000 | 0.010 | 0.753 | 2000000 |   0.0098 | 80990716 |     261
  11770000 | 0.010 | 0.753 | 2000000 |   0.0098 | 81059578 |     212
  11780000 | 0.010 | 0.753 | 2000000 |   0.0097 | 81128448 |     213
  11790000 | 0.010 | 0.754 | 2000000 |   0.0099 | 81197325 |     242
  11800000 | 0.010 | 0.754 | 2000000 |   0.0098 | 81266190 |     284
  11810000 | 0.010 | 0.754 | 2000000 |   0.0096 | 81335059 |     311
  11820000 | 0.010 | 0.755 | 2000000 |   0.0097 | 81403923 |     226
  11830000 | 0.010 | 0.755 | 2000000 |   0.0096 | 81472778 |     215
  11840000 | 0.010 | 0.755 | 2000000 |   0.0097 | 81541647 |     213
  11850000 | 0.010 | 0.755 | 2000000 |   0.0097 | 81610505 |     209
  11860000 | 0.010 | 0.756 | 2000000 |   0.0097 | 81679375 |     235
  11870000 | 0.010 | 0.756 | 2000000 |   0.0098 | 81748237 |     318
  11880000 | 0.010 | 0.756 | 2000000 |   0.0097 | 81817119 |     225
  11890000 | 0.010 | 0.757 | 2000000 |   0.0097 | 81885987 |     214
  11900000 | 0.010 | 0.757 | 2000000 |   0.0097 | 81954845 |     216
  11910000 | 0.010 | 0.757 | 2000000 |   0.0097 | 82023716 |     209
  11920000 | 0.010 | 0.758 | 2000000 |   0.0097 | 82092588 |     216
  11930000 | 0.010 | 0.758 | 2000000 |   0.0097 | 82161474 |     337
  11940000 | 0.010 | 0.758 | 2000000 |   0.0097 | 82230342 |     341
  11950000 | 0.010 | 0.758 | 2000000 |   0.0096 | 82299217 |     344
  11960000 | 0.010 | 0.759 | 2000000 |   0.0095 | 82368091 |     327
  11970000 | 0.010 | 0.759 | 2000000 |   0.0097 | 82436948 |     257
  11980000 | 0.010 | 0.759 | 2000000 |   0.0096 | 82505827 |     230
  11990000 | 0.010 | 0.760 | 2000000 |   0.0096 | 82574701 |     211
  12000000 | 0.010 | 0.760 | 2000000 |   0.0094 | 82643588 |     215
  [EVAL] deals 76% | rand 97% (19s)
  [SAVE] models/dmc_12000000.safetensors
  12010000 | 0.010 | 0.760 | 2000000 |   0.0094 | 82712459 |     151
  12020000 | 0.010 | 0.761 | 2000000 |   0.0095 | 82781342 |     198
  12030000 | 0.010 | 0.761 | 2000000 |   0.0096 | 82850217 |     283
  12040000 | 0.010 | 0.761 | 2000000 |   0.0095 | 82919092 |     319
  12050000 | 0.010 | 0.761 | 2000000 |   0.0095 | 82987974 |     227
  12060000 | 0.010 | 0.762 | 2000000 |   0.0094 | 83056834 |     189
  12070000 | 0.010 | 0.762 | 2000000 |   0.0094 | 83125712 |     193
  12080000 | 0.010 | 0.762 | 2000000 |   0.0093 | 83194565 |     190
  12090000 | 0.010 | 0.763 | 2000000 |   0.0094 | 83263436 |     288
  12100000 | 0.010 | 0.763 | 2000000 |   0.0093 | 83332303 |     235
  12110000 | 0.010 | 0.763 | 2000000 |   0.0093 | 83401177 |     222
  12120000 | 0.010 | 0.764 | 2000000 |   0.0094 | 83470055 |     198
  12130000 | 0.010 | 0.764 | 2000000 |   0.0093 | 83538923 |     218
  12140000 | 0.010 | 0.764 | 2000000 |   0.0093 | 83607793 |     218
  12150000 | 0.010 | 0.764 | 2000000 |   0.0093 | 83676648 |     224
  12160000 | 0.010 | 0.765 | 2000000 |   0.0095 | 83745532 |     215
  12170000 | 0.010 | 0.765 | 2000000 |   0.0094 | 83814392 |     327
  12180000 | 0.010 | 0.765 | 2000000 |   0.0094 | 83883263 |     340
  12190000 | 0.010 | 0.766 | 2000000 |   0.0093 | 83952139 |     235
  12200000 | 0.010 | 0.766 | 2000000 |   0.0094 | 84020994 |     201
  12210000 | 0.010 | 0.766 | 2000000 |   0.0093 | 84089860 |     204
  12220000 | 0.010 | 0.767 | 2000000 |   0.0093 | 84158748 |     320
  12230000 | 0.010 | 0.767 | 2000000 |   0.0092 | 84227607 |     339
  12240000 | 0.010 | 0.767 | 2000000 |   0.0093 | 84296471 |     341
  12250000 | 0.010 | 0.767 | 2000000 |   0.0094 | 84365345 |     237
  12260000 | 0.010 | 0.768 | 2000000 |   0.0094 | 84434221 |     188
  12270000 | 0.010 | 0.768 | 2000000 |   0.0094 | 84503085 |     209
  12280000 | 0.010 | 0.768 | 2000000 |   0.0092 | 84571949 |     192
  12290000 | 0.010 | 0.769 | 2000000 |   0.0092 | 84640825 |     188
  12300000 | 0.010 | 0.769 | 2000000 |   0.0091 | 84709664 |     321
  12310000 | 0.010 | 0.769 | 2000000 |   0.0093 | 84778530 |     423
  12320000 | 0.010 | 0.770 | 2000000 |   0.0092 | 84847407 |     430
  12330000 | 0.010 | 0.770 | 2000000 |   0.0092 | 84916274 |     428
  12340000 | 0.010 | 0.770 | 2000000 |   0.0093 | 84985151 |     435
  12350000 | 0.010 | 0.770 | 2000000 |   0.0092 | 85054021 |     422
  12360000 | 0.010 | 0.771 | 2000000 |   0.0093 | 85122880 |     419
  12370000 | 0.010 | 0.771 | 2000000 |   0.0091 | 85191757 |     423
  12380000 | 0.010 | 0.771 | 2000000 |   0.0091 | 85260634 |     419
  12390000 | 0.010 | 0.772 | 2000000 |   0.0090 | 85329507 |     410
  12400000 | 0.010 | 0.772 | 2000000 |   0.0091 | 85398374 |     436
  12410000 | 0.010 | 0.772 | 2000000 |   0.0090 | 85467247 |     431
  12420000 | 0.010 | 0.773 | 2000000 |   0.0090 | 85536111 |     434
  12430000 | 0.010 | 0.773 | 2000000 |   0.0091 | 85604990 |     430
  12440000 | 0.010 | 0.773 | 2000000 |   0.0091 | 85673861 |     437
  12450000 | 0.010 | 0.773 | 2000000 |   0.0091 | 85742741 |     435
  12460000 | 0.010 | 0.774 | 2000000 |   0.0090 | 85811592 |     416
  12470000 | 0.010 | 0.774 | 2000000 |   0.0091 | 85880468 |     425
  12480000 | 0.010 | 0.774 | 2000000 |   0.0091 | 85949346 |     425
  12490000 | 0.010 | 0.775 | 2000000 |   0.0090 | 86018199 |     412
  12500000 | 0.010 | 0.775 | 2000000 |   0.0090 | 86087071 |     422
  [SAVE] models/dmc_12500000.safetensors
  12510000 | 0.010 | 0.775 | 2000000 |   0.0089 | 86155932 |     426
  12520000 | 0.010 | 0.776 | 2000000 |   0.0089 | 86224797 |     431
  12530000 | 0.010 | 0.776 | 2000000 |   0.0090 | 86293680 |     427
  12540000 | 0.010 | 0.776 | 2000000 |   0.0090 | 86362545 |     420
  12550000 | 0.010 | 0.776 | 2000000 |   0.0090 | 86431412 |     425
  12560000 | 0.010 | 0.777 | 2000000 |   0.0090 | 86500268 |     418
  12570000 | 0.010 | 0.777 | 2000000 |   0.0091 | 86569133 |     410
  12580000 | 0.010 | 0.777 | 2000000 |   0.0089 | 86637996 |     429
  12590000 | 0.010 | 0.778 | 2000000 |   0.0090 | 86706858 |     423
  12600000 | 0.010 | 0.778 | 2000000 |   0.0088 | 86775728 |     424
  12610000 | 0.010 | 0.778 | 2000000 |   0.0090 | 86844569 |     427
  12620000 | 0.010 | 0.779 | 2000000 |   0.0090 | 86913421 |     423
  12630000 | 0.010 | 0.779 | 2000000 |   0.0090 | 86982300 |     424
  12640000 | 0.010 | 0.779 | 2000000 |   0.0089 | 87051184 |     417
  12650000 | 0.010 | 0.779 | 2000000 |   0.0089 | 87120052 |     402
  12660000 | 0.010 | 0.780 | 2000000 |   0.0088 | 87188931 |     415
  12670000 | 0.010 | 0.780 | 2000000 |   0.0088 | 87257814 |     411
  12680000 | 0.010 | 0.780 | 2000000 |   0.0090 | 87326681 |     415
  12690000 | 0.010 | 0.781 | 2000000 |   0.0090 | 87395557 |     422
  12700000 | 0.010 | 0.781 | 2000000 |   0.0089 | 87464434 |     420
  12710000 | 0.010 | 0.781 | 2000000 |   0.0088 | 87533299 |     425
  12720000 | 0.010 | 0.782 | 2000000 |   0.0088 | 87602174 |     430
  12730000 | 0.010 | 0.782 | 2000000 |   0.0088 | 87671037 |     436
  12740000 | 0.010 | 0.782 | 2000000 |   0.0088 | 87739915 |     433
  12750000 | 0.010 | 0.782 | 2000000 |   0.0088 | 87808780 |     434
  12760000 | 0.010 | 0.783 | 2000000 |   0.0088 | 87877644 |     431
  12770000 | 0.010 | 0.783 | 2000000 |   0.0088 | 87946517 |     434
  12780000 | 0.010 | 0.783 | 2000000 |   0.0089 | 88015387 |     430
  12790000 | 0.010 | 0.784 | 2000000 |   0.0086 | 88084248 |     429
  12800000 | 0.010 | 0.784 | 2000000 |   0.0086 | 88153119 |     405
  12810000 | 0.010 | 0.784 | 2000000 |   0.0087 | 88221998 |     329
  12820000 | 0.010 | 0.785 | 2000000 |   0.0087 | 88290878 |     349
  12830000 | 0.010 | 0.785 | 2000000 |   0.0087 | 88359744 |     420
  12840000 | 0.010 | 0.785 | 2000000 |   0.0087 | 88428596 |     432
  12850000 | 0.010 | 0.785 | 2000000 |   0.0085 | 88497488 |     431
  12860000 | 0.010 | 0.786 | 2000000 |   0.0087 | 88566366 |     429
  12870000 | 0.010 | 0.786 | 2000000 |   0.0086 | 88635251 |     439
  12880000 | 0.010 | 0.786 | 2000000 |   0.0087 | 88704121 |     434
  12890000 | 0.010 | 0.787 | 2000000 |   0.0087 | 88773006 |     425
  12900000 | 0.010 | 0.787 | 2000000 |   0.0086 | 88841882 |     431
  12910000 | 0.010 | 0.787 | 2000000 |   0.0086 | 88910749 |     429
  12920000 | 0.010 | 0.788 | 2000000 |   0.0087 | 88979614 |     432
  12930000 | 0.010 | 0.788 | 2000000 |   0.0087 | 89048481 |     429
  12940000 | 0.010 | 0.788 | 2000000 |   0.0086 | 89117343 |     422
  12950000 | 0.010 | 0.788 | 2000000 |   0.0087 | 89186198 |     426
  12960000 | 0.010 | 0.789 | 2000000 |   0.0085 | 89255068 |     418
  12970000 | 0.010 | 0.789 | 2000000 |   0.0086 | 89323919 |     337
  12980000 | 0.010 | 0.789 | 2000000 |   0.0084 | 89392778 |     242
  12990000 | 0.010 | 0.790 | 2000000 |   0.0086 | 89461663 |     296
  13000000 | 0.010 | 0.790 | 2000000 |   0.0086 | 89530528 |     434
  [EVAL] deals 71% | rand 96% (18s)
  [SAVE] models/dmc_13000000.safetensors
  13010000 | 0.010 | 0.790 | 2000000 |   0.0085 | 89599392 |     239
  13020000 | 0.010 | 0.791 | 2000000 |   0.0084 | 89668263 |     436
  13030000 | 0.010 | 0.791 | 2000000 |   0.0085 | 89737136 |     443
  13040000 | 0.010 | 0.791 | 2000000 |   0.0086 | 89806012 |     443
  13050000 | 0.010 | 0.791 | 2000000 |   0.0085 | 89874861 |     438
  13060000 | 0.010 | 0.792 | 2000000 |   0.0083 | 89943729 |     423
  13070000 | 0.010 | 0.792 | 2000000 |   0.0086 | 90012602 |     409
  13080000 | 0.010 | 0.792 | 2000000 |   0.0084 | 90081455 |     401
  13090000 | 0.010 | 0.793 | 2000000 |   0.0083 | 90150343 |     409
  13100000 | 0.010 | 0.793 | 2000000 |   0.0083 | 90219207 |     408
  13110000 | 0.010 | 0.793 | 2000000 |   0.0085 | 90288064 |     405
  13120000 | 0.010 | 0.794 | 2000000 |   0.0086 | 90356948 |     406
  13130000 | 0.010 | 0.794 | 2000000 |   0.0085 | 90425831 |     402
  13140000 | 0.010 | 0.794 | 2000000 |   0.0084 | 90494710 |     410
  13150000 | 0.010 | 0.794 | 2000000 |   0.0085 | 90563592 |     408
  13160000 | 0.010 | 0.795 | 2000000 |   0.0084 | 90632455 |     402
  13170000 | 0.010 | 0.795 | 2000000 |   0.0084 | 90701334 |     408
  13180000 | 0.010 | 0.795 | 2000000 |   0.0083 | 90770191 |     415
  13190000 | 0.010 | 0.796 | 2000000 |   0.0084 | 90839071 |     416
  13200000 | 0.010 | 0.796 | 2000000 |   0.0084 | 90907946 |     414
  13210000 | 0.010 | 0.796 | 2000000 |   0.0084 | 90976797 |     418
  13220000 | 0.010 | 0.797 | 2000000 |   0.0084 | 91045671 |     414
  13230000 | 0.010 | 0.797 | 2000000 |   0.0083 | 91114528 |     414
  13240000 | 0.010 | 0.797 | 2000000 |   0.0083 | 91183382 |     416
  13250000 | 0.010 | 0.797 | 2000000 |   0.0084 | 91252253 |     409
  13260000 | 0.010 | 0.798 | 2000000 |   0.0085 | 91321134 |     419
